"","weekofyr","Schizophrenia_tot","Depress_tot","bipolar_tot","othermood_tot","anxiety_tot","OCD_tot","trauma_tot","impulse_tot","personality_tot","eating_tot","somatic_tot","suicidal_tot","misc_tot","neuro_tot","etoh_tot","opioid_tot","weed_tot","sedative_tot","stimulant_tot","halluc_tot","tobacco_tot","othersub_tot","disord_rem_tot","mh_all_tot","substance_tot","mh_minus_sub_tot","indig_mh_all_tot","black_mh_all_tot","asian_mh_all_tot","white_mh_all_tot","latin_mh_all_tot","indig_substance_tot","asian_substance_tot","black_substance_tot","white_substance_tot","latin_substance_tot","indig_mh_minus_sub_tot","asian_mh_minus_sub_tot","black_mh_minus_sub_tot","white_mh_minus_sub_tot","latin_mh_minus_sub_tot","total_pop","na_pop","white_pop","black_pop","asian_pop","hisp_pop","Schizophrenia_incid_c","Depress_incid_c","bipolar_incid_c","othermood_incid_c","anxiety_incid_c","OCD_incid_c","trauma_incid_c","impulse_incid_c","personality_incid_c","eating_incid_c","somatic_incid_c","suicidal_incid_c","misc_incid_c","neuro_incid_c","etoh_incid_c","opioid_incid_c","weed_incid_c","sedative_incid_c","stimulant_incid_c","halluc_incid_c","tobacco_incid_c","othersub_incid_c","disord_rem_incid_c","mh_all_incid_c","substance_incid_c","indig_mh_all_incid_c","asian_mh_all_incid_c","black_mh_all_incid_c","white_mh_all_incid_c","latin_mh_all_incid_c","indig_substance_incid_c","asian_substance_incid_c","black_substance_incid_c","white_substance_incid_c","latin_substance_incid_c","indig_mh_minus_sub_incid_c","asian_mh_minus_sub_incid_c","black_mh_minus_sub_incid_c","white_mh_minus_sub_incid_c","latin_mh_minus_sub_incid_c","year"
"139",34,213,664,166,59,685,17,189,21,92,18,6,193,17,127,514,116,108,19,127,5,4,104,85,2016,999,1017,21,156,15,556,65,25,7,108,269,33,-4,8,48,287,32,1088833,9472,759604,160670,78203,86396,0.195622285511185,0.609827218682755,0.152456804670689,0.0541864546721122,0.629113922888083,0.0156130462614561,0.173580337847953,0.0192867042053281,0.0844941327090564,0.0165314607474241,0.00551048691580803,0.177253995791825,0.0156130462614561,0.116638639717937,0.472065045787554,0.106536080372288,0.0991887644845445,0.0174498752333921,0.116638639717937,0.00459207242984002,0.00367365794387202,0.0955151065406724,0.0780652313072804,1.8515236037115,0.917496071482036,2.21706081081081,0.191808498395202,0.970934212983133,0.731960337228345,0.752349645816936,2.63935810810811,0.0895106325844277,0.672185224372938,0.354131889774145,0.381962127876291,-0.422297297297297,0.102297865810775,0.298748988610195,0.3778284474542,0.370387517940645,2018
"140",35,215,643,166,50,665,15,193,22,93,18,12,157,25,144,508,95,102,20,147,3,1,91,75,1949,968,981,28,164,15,527,40,41,7,105,231,20,-13,8,59,296,20,1088833,9472,759604,160670,78203,86396,0.197459114483121,0.590540514477427,0.152456804670689,0.0459207242984002,0.610745633168723,0.0137762172895201,0.177253995791825,0.0202051186912961,0.0854125471950244,0.0165314607474241,0.0110209738316161,0.144191074296977,0.0229603621492001,0.132251685979393,0.466554558871746,0.0872493761669604,0.0936782775687364,0.0183682897193601,0.135006929437297,0.00275524345790401,0.000918414485968004,0.0835757182230884,0.0688810864476003,1.78998983315164,0.889025222417028,2.95608108108108,0.191808498395202,1.02072571108483,0.693782549854924,0.462984397425807,4.3285472972973,0.0895106325844277,0.653513412584801,0.304105823560697,0.231492198712903,-1.37246621621622,0.102297865810775,0.367212298500031,0.389676726294227,0.231492198712903,2018
"141",36,224,652,174,44,660,14,194,23,87,12,11,195,30,138,548,110,136,13,137,5,5,112,60,2018,1068,950,38,166,15,515,56,50,4,105,287,33,-12,11,61,228,23,1088833,9472,759604,160670,78203,86396,0.205724844856833,0.598806244851139,0.159804120558433,0.0404102373825922,0.606153560738883,0.0128578028035521,0.178172410277793,0.0211235331772641,0.0799020602792164,0.0110209738316161,0.010102559345648,0.179090824763761,0.0275524345790401,0.126741199063585,0.503291138310466,0.10102559345648,0.124904370091649,0.0119393883175841,0.125822784577617,0.00459207242984002,0.00459207242984002,0.102862422428416,0.0551048691580803,1.85336043268343,0.980866671013829,4.01182432432432,0.191808498395202,1.03317358561026,0.677984844734888,0.648178156396129,5.27871621621622,0.0511489329053873,0.653513412584801,0.3778284474542,0.381962127876291,-1.26689189189189,0.140659565489815,0.379660173025456,0.300156397280688,0.266216028519839,2018
"142",37,260,740,177,64,734,17,188,25,93,12,11,243,27,151,591,138,116,17,157,1,2,119,81,2223,1141,1082,41,162,17,599,54,54,3,114,272,27,-13,14,48,327,27,1088833,9472,759604,160670,78203,86396,0.238787766351681,0.679626719616323,0.162559364016337,0.0587785271019523,0.674116232700515,0.0156130462614561,0.172661923361985,0.0229603621492001,0.0854125471950244,0.0110209738316161,0.010102559345648,0.223174720090225,0.0247971911211361,0.138680587381169,0.54278296120709,0.126741199063585,0.106536080372288,0.0156130462614561,0.144191074296977,0.000918414485968004,0.00183682897193601,0.109291323830193,0.0743915733634083,2.04163540230687,1.04791092848949,4.3285472972973,0.217382964847896,1.00827783655941,0.788568780575142,0.625028936524839,5.70101351351351,0.0383616996790404,0.709528847949213,0.358081316054155,0.31251446826242,-1.37246621621622,0.179021265168855,0.298748988610195,0.430487464520987,0.31251446826242,2018
"143",38,201,655,147,47,656,22,195,33,78,19,5,181,28,132,491,121,99,16,109,4,5,90,69,1979,935,1044,31,155,15,570,63,22,4,109,258,25,9,11,46,312,38,1088833,9472,759604,160670,78203,86396,0.184601311679569,0.601561488309043,0.135006929437297,0.0431654808404962,0.602479902795011,0.0202051186912961,0.179090824763761,0.0303076780369441,0.0716363299055043,0.0174498752333921,0.00459207242984002,0.166233021960209,0.0257156056071041,0.121230712147777,0.45094151261029,0.111128152802129,0.0909230341108324,0.0146946317754881,0.100107178970512,0.00367365794387202,0.00459207242984002,0.0826573037371204,0.0633705995317923,1.81754226773068,0.858717544380084,3.27280405405405,0.191808498395202,0.964710275720421,0.750390993201721,0.729200425945646,2.32263513513514,0.0511489329053873,0.678409161635651,0.339650660080779,0.289365248391129,0.950168918918919,0.140659565489815,0.28630111408477,0.410740333120942,0.439835177554516,2018
"144",39,220,695,159,38,722,14,184,22,77,12,9,190,25,133,438,120,100,13,114,4,4,111,58,1975,904,1071,26,165,20,566,43,24,6,102,212,23,2,14,63,354,20,1088833,9472,759604,160670,78203,86396,0.202051186912961,0.638298067747763,0.146027903268913,0.0348997504667842,0.663095258868899,0.0128578028035521,0.168988265418113,0.0202051186912961,0.0707179154195363,0.0110209738316161,0.00826573037371204,0.174498752333921,0.0229603621492001,0.122149126633745,0.402265544853986,0.110209738316161,0.0918414485968004,0.0119393883175841,0.104699251400352,0.00367365794387202,0.00367365794387202,0.101944007942448,0.0532680401861442,1.81386860978681,0.830246695315076,2.74493243243243,0.255744664526936,1.02694964834754,0.745125091495042,0.497708227232742,2.53378378378378,0.0767233993580809,0.634841600796664,0.279092790453973,0.266216028519839,0.211148648648649,0.179021265168855,0.392108047550881,0.466032301041069,0.231492198712903,2018
"145",40,204,685,144,45,695,16,184,30,83,16,5,216,28,143,552,140,103,18,140,2,3,93,53,2024,1053,971,36,147,14,574,46,40,4,107,285,26,-4,10,40,289,20,1088833,9472,759604,160670,78203,86396,0.187356555137473,0.629113922888083,0.132251685979393,0.0413286518685602,0.638298067747763,0.0146946317754881,0.168988265418113,0.0275524345790401,0.0762284023353444,0.0146946317754881,0.00459207242984002,0.198377528969089,0.0257156056071041,0.131333271493425,0.506964796254338,0.128578028035521,0.0945966920547044,0.0165314607474241,0.128578028035521,0.00183682897193601,0.00275524345790401,0.0854125471950244,0.0486759677563042,1.85887091959924,0.967090453724309,3.80067567567568,0.179021265168855,0.914918777618722,0.7556568949084,0.532432057039678,4.22297297297297,0.0511489329053873,0.665961287110226,0.37519549660086,0.300939858326774,-0.422297297297297,0.127872332263468,0.248957490508496,0.380461398307539,0.231492198712903,2018
"146",41,203,702,153,45,672,15,167,22,79,17,8,212,23,121,542,95,113,10,138,3,2,94,76,2000,997,1003,30,157,17,561,51,39,6,115,233,25,-9,11,42,328,26,1088833,9472,759604,160670,78203,86396,0.186438140651505,0.644726969149539,0.140517416353105,0.0413286518685602,0.617174534570499,0.0137762172895201,0.153375219156657,0.0202051186912961,0.0725547443914723,0.0156130462614561,0.00734731588774403,0.194703871025217,0.0211235331772641,0.111128152802129,0.497780651394658,0.0872493761669604,0.103780836914384,0.00918414485968004,0.126741199063585,0.00275524345790401,0.00183682897193601,0.0863309616809924,0.0697995009335683,1.83682897193601,0.9156592425101,3.16722972972973,0.217382964847896,0.977158150245846,0.738542714361694,0.590305106717904,4.11739864864865,0.0767233993580809,0.715752785211925,0.306738774414037,0.289365248391129,-0.950168918918919,0.140659565489815,0.26140536503392,0.431803939947657,0.300939858326774,2018
"147",42,248,690,169,47,682,12,209,20,104,10,5,204,24,126,490,151,112,20,126,6,6,112,70,2053,1023,1030,34,171,17,583,52,40,9,127,292,25,-6,8,44,291,27,1088833,9472,759604,160670,78203,86396,0.227766792520065,0.633705995317923,0.155212048128593,0.0431654808404962,0.626358679430179,0.0110209738316161,0.191948627567313,0.0183682897193601,0.0955151065406724,0.00918414485968004,0.00459207242984002,0.187356555137473,0.0220419476632321,0.115720225231969,0.450023098124322,0.138680587381169,0.102862422428416,0.0183682897193601,0.115720225231969,0.00551048691580803,0.00551048691580803,0.102862422428416,0.0642890140177603,1.88550493969231,0.939538019145268,3.58952702702703,0.217382964847896,1.06429327192382,0.767505173748427,0.601879716653549,4.22297297297297,0.115085099037121,0.790440032364474,0.384410824587548,0.289365248391129,-0.633445945945946,0.102297865810775,0.273853239559345,0.383094349160879,0.31251446826242,2018
"148",43,210,703,171,72,677,17,206,29,99,15,11,240,25,145,521,114,99,18,131,2,8,119,76,2029,1012,1017,28,184,21,535,65,30,4,121,269,38,-2,17,63,266,27,1088833,9472,759604,160670,78203,86396,0.192867042053281,0.645645383635507,0.157048877100529,0.0661258429896963,0.621766607000339,0.0156130462614561,0.189193384109409,0.0266340200930721,0.0909230341108324,0.0137762172895201,0.010102559345648,0.220419476632321,0.0229603621492001,0.133170100465361,0.47849394718933,0.104699251400352,0.0909230341108324,0.0165314607474241,0.120312297661809,0.00183682897193601,0.00734731588774403,0.109291323830193,0.0697995009335683,1.86346299202908,0.92943545979962,2.95608108108108,0.268531897753283,1.14520445633908,0.704314353268282,0.752349645816936,3.16722972972973,0.0511489329053873,0.7530964087882,0.354131889774145,0.439835177554516,-0.211148648648649,0.217382964847896,0.392108047550881,0.350182463494136,0.31251446826242,2018
"149",44,220,726,166,51,720,17,221,19,107,13,12,209,41,150,577,113,105,18,128,3,2,114,75,2131,1060,1071,30,157,16,592,59,35,6,105,265,19,-5,10,52,327,40,1088833,9472,759604,160670,78203,86396,0.202051186912961,0.666768916812771,0.152456804670689,0.0468391387843682,0.661258429896963,0.0156130462614561,0.202969601398929,0.0174498752333921,0.0982703499985765,0.0119393883175841,0.0110209738316161,0.191948627567313,0.0376549939246882,0.137762172895201,0.529925158403538,0.103780836914384,0.0964335210266405,0.0165314607474241,0.117557054203905,0.00275524345790401,0.00183682897193601,0.104699251400352,0.0688810864476003,1.95714126959782,0.973519355126085,3.16722972972973,0.204595731621549,0.977158150245846,0.779353452588454,0.682901986203065,3.69510135135135,0.0767233993580809,0.653513412584801,0.348865988067467,0.219917588777258,-0.527871621621622,0.127872332263468,0.323644737661044,0.430487464520987,0.462984397425807,2018
"150",45,219,737,151,53,713,19,200,21,101,17,13,233,21,151,515,104,130,16,151,9,1,107,66,2053,1033,1020,34,169,18,554,52,31,7,130,254,15,3,11,39,300,37,1088833,9472,759604,160670,78203,86396,0.201132772426993,0.676871476158419,0.138680587381169,0.0486759677563042,0.654829528495187,0.0174498752333921,0.183682897193601,0.0192867042053281,0.0927598630827684,0.0156130462614561,0.0119393883175841,0.213990575230545,0.0192867042053281,0.138680587381169,0.472983460273522,0.0955151065406724,0.119393883175841,0.0146946317754881,0.138680587381169,0.00826573037371204,0.000918414485968004,0.0982703499985765,0.0606153560738883,1.88550493969231,0.948722164004948,3.58952702702703,0.230170198074243,1.05184539739839,0.729327386375006,0.601879716653549,3.27280405405405,0.0895106325844277,0.809111844152611,0.3343847583741,0.173619149034678,0.316722972972973,0.140659565489815,0.242733553245783,0.394942628000906,0.428260567618871,2018
"151",46,244,719,138,39,691,13,196,27,99,12,9,227,34,122,510,125,112,14,130,2,1,104,53,2041,999,1042,27,172,13,548,53,28,7,124,250,31,-1,6,48,298,22,1088833,9472,759604,160670,78203,86396,0.224093134576193,0.660340015410995,0.126741199063585,0.0358181649527522,0.634624409803891,0.0119393883175841,0.180009239249729,0.0247971911211361,0.0909230341108324,0.0110209738316161,0.00826573037371204,0.208480088314737,0.0312260925229121,0.112046567288097,0.468391387843682,0.114801810746001,0.102862422428416,0.0128578028035521,0.119393883175841,0.00183682897193601,0.000918414485968004,0.0955151065406724,0.0486759677563042,1.8744839658607,0.917496071482036,2.85050675675676,0.166234031942509,1.07051720918653,0.721428533814988,0.613454326589194,2.95608108108108,0.0895106325844277,0.771768220576337,0.329118856667421,0.358812908005,-0.105574324324324,0.0767233993580809,0.298748988610195,0.392309677147566,0.254641418584194,2018
"152",47,222,615,165,55,682,18,178,21,109,12,6,196,10,112,446,106,126,20,119,4,6,89,66,1840,916,924,26,162,11,526,47,17,7,127,281,29,9,4,35,245,18,1088833,9472,759604,160670,78203,86396,0.203888015884897,0.564824908870323,0.151538390184721,0.0505127967282402,0.626358679430179,0.0165314607474241,0.163477778502305,0.0192867042053281,0.100107178970512,0.0110209738316161,0.00551048691580803,0.180009239249729,0.00918414485968004,0.102862422428416,0.40961286074173,0.0973519355126085,0.115720225231969,0.0183682897193601,0.109291323830193,0.00367365794387202,0.00551048691580803,0.0817388892511524,0.0606153560738883,1.68988265418113,0.841267669146692,2.74493243243243,0.140659565489815,1.00827783655941,0.692466074428255,0.544006666975323,1.79476351351351,0.0895106325844277,0.790440032364474,0.369929594894182,0.33566368813371,0.950168918918919,0.0511489329053873,0.217837804194934,0.322536479534073,0.208342978841613,2018
"153",48,225,690,156,55,681,12,187,28,74,11,6,197,30,139,495,113,109,13,127,4,2,98,79,2010,962,1048,28,142,7,601,57,34,1,92,300,29,-6,6,50,301,28,1088833,9472,759604,160670,78203,86396,0.206643259342801,0.633705995317923,0.143272659811009,0.0505127967282402,0.625440264944211,0.0110209738316161,0.171743508876017,0.0257156056071041,0.0679626719616323,0.010102559345648,0.00551048691580803,0.180927653735697,0.0275524345790401,0.127659613549553,0.454615170554162,0.103780836914384,0.100107178970512,0.0119393883175841,0.116638639717937,0.00367365794387202,0.00183682897193601,0.0900046196248644,0.0725547443914723,1.84601311679569,0.88351473550122,2.95608108108108,0.0895106325844277,0.88379909130516,0.791201731428481,0.659752766331775,3.58952702702703,0.0127872332263468,0.57260222816954,0.394942628000906,0.33566368813371,-0.633445945945946,0.0767233993580809,0.31119686313562,0.396259103427575,0.324089078198065,2018
"154",49,247,717,157,44,703,15,206,27,82,8,12,211,28,156,520,130,121,20,145,5,8,104,77,2120,1054,1066,40,154,18,564,57,39,7,126,262,33,1,11,28,302,24,1088833,9472,759604,160670,78203,86396,0.226848378034097,0.658503186439059,0.144191074296977,0.0404102373825922,0.645645383635507,0.0137762172895201,0.189193384109409,0.0247971911211361,0.0753099878493763,0.00734731588774403,0.0110209738316161,0.193785456539249,0.0257156056071041,0.143272659811009,0.477575532703362,0.119393883175841,0.111128152802129,0.0183682897193601,0.133170100465361,0.00459207242984002,0.00734731588774403,0.0955151065406724,0.0707179154195363,1.94703871025217,0.968008868210276,4.22297297297297,0.230170198074243,0.958486338457708,0.742492140641703,0.659752766331775,4.11739864864865,0.0895106325844277,0.784216095101761,0.344916561787458,0.381962127876291,0.105574324324324,0.140659565489815,0.174270243355947,0.397575578854245,0.277790638455484,2018
"155",50,216,732,167,63,727,22,185,37,121,12,6,208,40,148,497,119,126,18,125,6,3,104,65,2119,1000,1119,29,173,12,592,58,26,7,116,275,20,3,5,57,317,38,1088833,9472,759604,160670,78203,86396,0.198377528969089,0.672279403728579,0.153375219156657,0.0578601126159843,0.667687331298739,0.0202051186912961,0.169906679904081,0.0339813359808162,0.111128152802129,0.0110209738316161,0.00551048691580803,0.191030213081345,0.0367365794387202,0.135925343923265,0.456451999526098,0.109291323830193,0.115720225231969,0.0165314607474241,0.114801810746001,0.00551048691580803,0.00275524345790401,0.0955151065406724,0.0596969415879203,1.9461202957662,0.918414485968004,3.06165540540541,0.153446798716162,1.07674114644924,0.779353452588454,0.67132737626742,2.74493243243243,0.0895106325844277,0.721976722474637,0.362030742334164,0.231492198712903,0.316722972972973,0.0639361661317341,0.354764423974606,0.41732271025429,0.439835177554516,2018
"156",51,250,673,145,52,687,12,168,29,80,16,12,198,25,141,477,120,122,21,131,3,3,108,77,2064,985,1079,20,176,21,566,57,22,13,118,260,28,-2,8,58,306,29,1088833,9472,759604,160670,78203,86396,0.229603621492001,0.618092949056467,0.133170100465361,0.0477575532703362,0.630950751860019,0.0110209738316161,0.154293633642625,0.0266340200930721,0.0734731588774403,0.0146946317754881,0.0110209738316161,0.181846068221665,0.0229603621492001,0.129496442521489,0.438083709806738,0.110209738316161,0.112046567288097,0.0192867042053281,0.120312297661809,0.00275524345790401,0.00275524345790401,0.0991887644845445,0.0707179154195363,1.89560749903796,0.904638268678484,2.11148648648649,0.268531897753283,1.09541295823738,0.745125091495042,0.659752766331775,2.32263513513514,0.166234031942509,0.734424597000062,0.342283610934118,0.324089078198065,-0.211148648648649,0.102297865810775,0.360988361237319,0.402841480560924,0.33566368813371,2018
"157",52,225,627,167,51,673,14,175,16,86,9,7,170,27,124,461,103,106,11,119,2,3,93,65,1870,898,972,22,150,18,476,50,31,3,101,229,28,-9,15,49,247,22,1088833,9472,759604,160670,78203,86396,0.206643259342801,0.575845882701939,0.153375219156657,0.0468391387843682,0.618092949056467,0.0128578028035521,0.160722535044401,0.0146946317754881,0.0789836457932484,0.00826573037371204,0.00642890140177603,0.156130462614561,0.0247971911211361,0.113883396260033,0.42338907803125,0.0945966920547044,0.0973519355126085,0.010102559345648,0.109291323830193,0.00183682897193601,0.00275524345790401,0.0854125471950244,0.0596969415879203,1.71743508876017,0.824736208399268,2.32263513513514,0.230170198074243,0.933590589406859,0.626642303094771,0.578730496782258,3.27280405405405,0.0383616996790404,0.628617663533952,0.301472872707358,0.324089078198065,-0.950168918918919,0.191808498395202,0.304972925872907,0.325169430387412,0.254641418584194,2018
"158",1,287,755,201,61,809,23,213,17,114,9,11,244,26,173,614,134,126,9,159,4,11,130,74,2363,1187,1176,37,229,18,576,59,28,7,151,277,31,9,11,78,299,28,1096854,9645,757973,163861,79308,87287,0.261657431162215,0.688332266646245,0.183251371650192,0.0556136003515509,0.737563978432863,0.0209690624276339,0.194191752047219,0.0154988722291207,0.103933613771751,0.00820528529776981,0.0100286820306075,0.222454401406204,0.0237041575268905,0.157723817390464,0.559782796981184,0.122167581100128,0.114873994168777,0.00820528529776981,0.1449600402606,0.00364679346567547,0.0100286820306075,0.118520787634453,0.0674656791149962,2.15434323984778,1.0821859609392,3.83618455158113,0.226963231956423,1.39752595187384,0.759921527547815,0.675931123764134,2.90305857957491,0.0882634790941645,0.921512745558736,0.365448373490876,0.355150251469291,0.933125972006221,0.138699752862259,0.476013206315109,0.394473154056939,0.320780872294843,2019
"159",2,241,665,178,47,705,18,201,26,84,14,11,226,34,143,534,131,110,17,145,2,4,105,66,2079,1048,1031,32,157,17,581,43,22,6,119,285,12,10,11,38,296,31,1096854,9645,757973,163861,79308,87287,0.219719306306947,0.606279413668547,0.162282309222558,0.0428498232216867,0.642747348325301,0.0164105705955396,0.183251371650192,0.0237041575268905,0.0765826627791848,0.0127637771298641,0.0100286820306075,0.206043830810664,0.0309977444582415,0.130372866397898,0.486846927667675,0.119432486000872,0.100286820306075,0.0154988722291207,0.132196263130736,0.00182339673283773,0.00364679346567547,0.095728328473981,0.0601720921836452,1.89542090378482,0.955459888006973,3.3177812337999,0.2143541635144,0.958129146044513,0.766518068585556,0.492627768167081,2.28097459823743,0.075654410652141,0.726225276301255,0.376002839151263,0.13747751669779,1.03680663556247,0.138699752862259,0.231903869743258,0.390515229434294,0.355150251469291,2019
"160",3,223,722,163,65,748,16,181,28,108,12,11,243,28,150,506,108,131,16,144,5,4,112,70,2113,1027,1086,15,158,10,613,61,18,3,121,290,21,-3,7,37,323,40,1096854,9645,757973,163861,79308,87287,0.203308735711407,0.658246220554422,0.148606833726275,0.0592603938172264,0.681950378081313,0.0145871738627019,0.165017404321815,0.0255275542597283,0.0984634235732376,0.0109403803970264,0.0100286820306075,0.221542703039785,0.0255275542597283,0.13675475496283,0.461319373407947,0.0984634235732376,0.119432486000872,0.0145871738627019,0.131284564764317,0.00455849183209434,0.00364679346567547,0.102110217038913,0.0638188856493207,1.92641864824307,0.936314222312176,1.5552099533437,0.126090684420235,0.96423187945881,0.808735931227102,0.698844043213766,1.86625194401244,0.0378272053260705,0.738430743129848,0.382599380189004,0.240585654221133,-0.31104199066874,0.0882634790941645,0.225801136328962,0.426136551038098,0.458258388992633,2019
"161",4,259,664,176,49,674,24,207,16,90,9,9,190,21,138,433,106,109,14,135,4,6,121,59,1946,928,1018,31,160,22,525,47,37,9,107,250,15,-6,13,53,275,32,1096854,9645,757973,163861,79308,87287,0.236129876902487,0.605367715302128,0.160458912489721,0.0446732199545245,0.614484698966316,0.0218807607940528,0.188721561848705,0.0145871738627019,0.082052852977698,0.00820528529776981,0.00820528529776981,0.173222689619585,0.0191456656947962,0.125814374565804,0.394765392659369,0.0966400268403999,0.0993751219396565,0.0127637771298641,0.123079279466547,0.00364679346567547,0.0054701901985132,0.110315502336683,0.0537902036187132,1.77416502105112,0.846056084036709,3.21410057024365,0.277399505724517,0.976437346287402,0.692636808962852,0.538453607066344,3.83618455158113,0.113481615978212,0.6529924753297,0.329827051887072,0.171846895872238,-0.622083981337481,0.163917889746306,0.323444870957702,0.36280975707578,0.366606711194107,2019
"162",5,185,686,161,44,655,15,176,24,93,11,10,175,28,128,439,114,97,20,130,2,3,98,74,1901,904,997,19,168,14,537,45,19,4,110,262,21,0,10,58,275,24,1096854,9645,757973,163861,79308,87287,0.16866419778749,0.625425079363343,0.146783436993438,0.0401147281224302,0.597162430004358,0.013675475496283,0.160458912489721,0.0218807607940528,0.0847879480769546,0.0100286820306075,0.00911698366418867,0.159547214123302,0.0255275542597283,0.116697390901615,0.400235582857883,0.103933613771751,0.0884347415426301,0.0182339673283773,0.118520787634453,0.00182339673283773,0.0027350950992566,0.089346439909049,0.0674656791149962,1.73313859456227,0.824175323242656,1.96993260756869,0.176526958188329,1.02525921360177,0.708468507453432,0.515540687616713,1.96993260756869,0.050436273768094,0.671300675572589,0.345658750377652,0.240585654221133,0,0.126090684420235,0.353958538029183,0.36280975707578,0.27495503339558,2019
"163",6,276,728,157,58,746,14,212,23,106,13,11,204,26,138,505,110,106,11,150,7,9,108,72,2092,1007,1085,25,175,22,599,50,21,5,117,288,24,4,17,58,311,26,1096854,9645,757973,163861,79308,87287,0.251628749131607,0.663716410752935,0.143136643527762,0.0528785052522943,0.680126981348475,0.0127637771298641,0.1932800536808,0.0209690624276339,0.0966400268403999,0.0118520787634453,0.0100286820306075,0.185986466749449,0.0237041575268905,0.125814374565804,0.460407675041528,0.100286820306075,0.0966400268403999,0.0100286820306075,0.13675475496283,0.00638188856493207,0.00820528529776981,0.0984634235732376,0.0656422823821584,1.90727298254827,0.918080254983799,2.59201658890617,0.277399505724517,1.06797834750185,0.790265616321426,0.572822986240792,2.17729393468118,0.0630453422101175,0.714019809472663,0.379960763773907,0.27495503339558,0.414722654224987,0.2143541635144,0.353958538029183,0.410304852547518,0.297867952845212,2019
"164",7,220,687,183,57,709,16,201,35,97,16,14,209,27,156,502,103,93,18,135,7,8,90,58,2057,957,1100,25,152,15,576,55,32,3,117,252,27,-7,12,35,324,28,1096854,9645,757973,163861,79308,87287,0.200573640612151,0.626336777729762,0.166840801054653,0.0519668068858754,0.646394141790977,0.0145871738627019,0.183251371650192,0.0319094428246603,0.0884347415426301,0.0145871738627019,0.0127637771298641,0.190544958581543,0.0246158558933094,0.142224945161343,0.457672579942271,0.0939049317411433,0.0847879480769546,0.0164105705955396,0.123079279466547,0.00638188856493207,0.00729358693135094,0.082052852977698,0.0528785052522943,1.87536353972361,0.872495336662856,2.59201658890617,0.189136026630353,0.927615478973032,0.759921527547815,0.630105284864871,3.3177812337999,0.0378272053260705,0.714019809472663,0.332465668302169,0.309324412570028,-0.725764644893727,0.151308821304282,0.213595669500369,0.427455859245646,0.320780872294843,2019
"165",8,233,712,157,63,700,21,225,26,106,18,14,209,30,158,455,134,100,15,124,2,3,106,50,1997,939,1058,27,166,9,542,47,24,5,117,238,15,3,4,49,304,32,1096854,9645,757973,163861,79308,87287,0.212425719375596,0.649129236890233,0.143136643527762,0.0574369970843886,0.638188856493207,0.0191456656947962,0.205132132444245,0.0237041575268905,0.0966400268403999,0.0164105705955396,0.0127637771298641,0.190544958581543,0.027350950992566,0.144048341894181,0.414822756720584,0.122167581100128,0.0911698366418867,0.013675475496283,0.11305059743594,0.00182339673283773,0.0027350950992566,0.0966400268403999,0.0455849183209434,1.82066163773848,0.856084766067316,2.79937791601866,0.113481615978212,1.01305374677318,0.715065048491173,0.538453607066344,2.48833592534992,0.0630453422101175,0.714019809472663,0.313995353396493,0.171846895872238,0.31104199066874,0.050436273768094,0.299033937300517,0.40106969509468,0.366606711194107,2019
"166",9,211,685,149,43,726,10,176,25,95,12,8,187,16,129,484,106,95,10,119,5,2,94,59,1943,916,1027,25,156,16,520,44,29,3,108,224,19,-4,13,48,296,25,1096854,9645,757973,163861,79308,87287,0.192368355314381,0.624513380996924,0.135843056596411,0.0392030297560113,0.661893014020097,0.00911698366418867,0.160458912489721,0.0227924591604717,0.0866113448097924,0.0109403803970264,0.00729358693135094,0.170487594520328,0.0145871738627019,0.117609089268034,0.441262009346732,0.0966400268403999,0.0866113448097924,0.00911698366418867,0.108492105603845,0.00455849183209434,0.00182339673283773,0.0856996464433735,0.0537902036187132,1.77142992595186,0.835115703639682,2.59201658890617,0.201745095072376,0.952026412630217,0.686040267925111,0.504084227891897,3.00673924313116,0.0378272053260705,0.659095208743996,0.295525038490817,0.217672734771501,-0.414722654224987,0.163917889746306,0.292931203886221,0.390515229434294,0.286411493120396,2019
"167",10,250,701,177,50,760,11,193,20,86,11,5,193,35,164,528,113,103,11,131,8,1,117,49,2112,1013,1099,26,155,20,600,55,33,11,116,257,22,-7,9,39,343,33,1096854,9645,757973,163861,79308,87287,0.227924591604717,0.639100554859626,0.161370610856139,0.0455849183209434,0.692890758478339,0.0100286820306075,0.175957784718841,0.0182339673283773,0.0784060595120226,0.0100286820306075,0.00455849183209434,0.175957784718841,0.0319094428246603,0.149518532092694,0.481376737469162,0.103021915405332,0.0939049317411433,0.0100286820306075,0.119432486000872,0.00729358693135094,0.000911698366418867,0.106668708871007,0.0446732199545245,1.92550694987665,0.923550445182312,2.69569725246242,0.25218136884047,0.945923679215921,0.791584924528974,0.630105284864871,3.42146189735614,0.138699752862259,0.707917076058367,0.339062209339911,0.252042113945948,-0.725764644893727,0.113481615978212,0.238006603157554,0.452522715189063,0.378063170918923,2019
