"","weekofyr","Schizophrenia_tot","Depress_tot","bipolar_tot","othermood_tot","anxiety_tot","OCD_tot","trauma_tot","impulse_tot","personality_tot","eating_tot","somatic_tot","suicidal_tot","misc_tot","neuro_tot","etoh_tot","opioid_tot","weed_tot","sedative_tot","stimulant_tot","halluc_tot","tobacco_tot","othersub_tot","disord_rem_tot","mh_all_tot","substance_tot","mh_minus_sub_tot","indig_mh_all_tot","black_mh_all_tot","asian_mh_all_tot","white_mh_all_tot","latin_mh_all_tot","indig_substance_tot","asian_substance_tot","black_substance_tot","white_substance_tot","latin_substance_tot","indig_mh_minus_sub_tot","asian_mh_minus_sub_tot","black_mh_minus_sub_tot","white_mh_minus_sub_tot","latin_mh_minus_sub_tot","total_pop","na_pop","white_pop","black_pop","asian_pop","hisp_pop","Schizophrenia_incid_c","Depress_incid_c","bipolar_incid_c","othermood_incid_c","anxiety_incid_c","OCD_incid_c","trauma_incid_c","impulse_incid_c","personality_incid_c","eating_incid_c","somatic_incid_c","suicidal_incid_c","misc_incid_c","neuro_incid_c","etoh_incid_c","opioid_incid_c","weed_incid_c","sedative_incid_c","stimulant_incid_c","halluc_incid_c","tobacco_incid_c","othersub_incid_c","disord_rem_incid_c","mh_all_incid_c","substance_incid_c","indig_mh_all_incid_c","asian_mh_all_incid_c","black_mh_all_incid_c","white_mh_all_incid_c","latin_mh_all_incid_c","indig_substance_incid_c","asian_substance_incid_c","black_substance_incid_c","white_substance_incid_c","latin_substance_incid_c","indig_mh_minus_sub_incid_c","asian_mh_minus_sub_incid_c","black_mh_minus_sub_incid_c","white_mh_minus_sub_incid_c","latin_mh_minus_sub_incid_c","year"
"200",43,215,614,145,48,665,19,220,19,102,14,7,220,32,140,535,120,99,10,123,3,3,94,72,1962,987,975,32,135,23,544,49,29,9,97,235,16,3,14,38,309,33,1096854,9645,757973,163861,79308,87287,0.196015148780056,0.559782796981184,0.132196263130736,0.0437615215881056,0.606279413668547,0.0173222689619585,0.200573640612151,0.0173222689619585,0.0929932333747244,0.0127637771298641,0.00638188856493207,0.200573640612151,0.0291743477254037,0.127637771298641,0.487758626034094,0.109403803970264,0.0902581382754678,0.00911698366418867,0.112138899069521,0.0027350950992566,0.0027350950992566,0.0856996464433735,0.0656422823821584,1.78875219491382,0.899846287655422,3.3177812337999,0.290008574166541,0.823869010929996,0.71770366490627,0.561366526515976,3.00673924313116,0.113481615978212,0.591965141186737,0.310037428773848,0.183303355597053,0.31104199066874,0.176526958188329,0.231903869743258,0.407666236132422,0.378063170918923,2019
"201",44,230,581,137,44,628,14,185,25,81,14,9,199,18,109,515,117,98,10,135,5,5,110,51,1813,997,816,32,136,17,531,45,32,6,107,247,15,0,11,29,284,30,1096854,9645,757973,163861,79308,87287,0.209690624276339,0.529696750889362,0.124902676199385,0.0401147281224302,0.572546574111048,0.0127637771298641,0.16866419778749,0.0227924591604717,0.0738475676799282,0.0127637771298641,0.00820528529776981,0.181427974917355,0.0164105705955396,0.0993751219396565,0.469524658705717,0.106668708871007,0.089346439909049,0.00911698366418867,0.123079279466547,0.00455849183209434,0.00455849183209434,0.100286820306075,0.0464966166873622,1.65290913831741,0.908963271319611,3.3177812337999,0.2143541635144,0.829971744344292,0.700552658208142,0.515540687616713,3.3177812337999,0.075654410652141,0.6529924753297,0.325869127264428,0.171846895872238,0,0.138699752862259,0.176979269014592,0.374683530943714,0.343693791744475,2019
"202",45,211,576,127,50,642,14,210,27,90,15,4,207,33,130,528,122,92,15,132,5,4,98,59,1877,996,881,31,168,15,513,58,39,2,117,219,27,-8,13,51,294,31,1096854,9645,757973,163861,79308,87287,0.192368355314381,0.525138259057268,0.115785692535196,0.0455849183209434,0.585310351240913,0.0127637771298641,0.191456656947962,0.0246158558933094,0.082052852977698,0.013675475496283,0.00364679346567547,0.188721561848705,0.0300860460918226,0.118520787634453,0.481376737469162,0.111227200703102,0.0838762497105358,0.013675475496283,0.12034418436729,0.00455849183209434,0.00364679346567547,0.089346439909049,0.0537902036187132,1.71125783376821,0.908051572953192,3.21410057024365,0.189136026630353,1.02525921360177,0.676805110472273,0.664474664039319,4.04354587869362,0.025218136884047,0.714019809472663,0.288928497453076,0.309324412570028,-0.829445308449974,0.163917889746306,0.311239404129109,0.387876613019197,0.355150251469291,2019
"203",46,220,641,149,45,673,17,200,27,89,7,10,187,33,124,459,103,108,14,114,4,4,116,65,1866,926,940,38,175,10,562,52,37,2,117,235,23,1,8,58,327,29,1096854,9645,757973,163861,79308,87287,0.200573640612151,0.584398652874494,0.135843056596411,0.041026426488849,0.613573000599898,0.0154988722291207,0.182339673283773,0.0246158558933094,0.0811411546112792,0.00638188856493207,0.00911698366418867,0.170487594520328,0.0300860460918226,0.11305059743594,0.41846955018626,0.0939049317411433,0.0984634235732376,0.0127637771298641,0.103933613771751,0.00364679346567547,0.00364679346567547,0.105757010504589,0.0592603938172264,1.70122915173761,0.844232687303871,3.93986521513738,0.126090684420235,1.06797834750185,0.741451212642139,0.595735905690423,3.83618455158113,0.025218136884047,0.714019809472663,0.310037428773848,0.263498573670764,0.103680663556247,0.100872547536188,0.353958538029183,0.431413783868291,0.332237332019659,2019
"204",47,235,626,145,59,644,18,244,32,87,11,8,248,29,173,463,110,81,17,113,4,2,121,71,1927,915,1012,37,161,13,546,64,32,2,103,224,35,5,11,58,322,29,1096854,9645,757973,163861,79308,87287,0.214249116108434,0.570723177378211,0.132196263130736,0.0537902036187132,0.58713374797375,0.0164105705955396,0.222454401406204,0.0291743477254037,0.0793177578784414,0.0100286820306075,0.00729358693135094,0.226101194871879,0.0264392526261471,0.157723817390464,0.422116343651935,0.100286820306075,0.0738475676799282,0.0154988722291207,0.103021915405332,0.00364679346567547,0.00182339673283773,0.110315502336683,0.0647305840157396,1.75684275208916,0.834204005273263,3.83618455158113,0.163917889746306,0.982540079701698,0.720342281321366,0.733213422388214,3.3177812337999,0.025218136884047,0.628581541672515,0.295525038490817,0.400976090368554,0.518403317781234,0.138699752862259,0.353958538029183,0.424817242830549,0.332237332019659,2019
"205",48,182,532,128,48,570,11,164,25,85,6,4,148,23,114,403,94,87,14,117,5,8,93,56,1626,827,799,19,132,17,465,44,18,6,96,220,20,1,11,36,245,24,1096854,9645,757973,163861,79308,87287,0.165929102688234,0.485023530934837,0.116697390901615,0.0437615215881056,0.519668068858754,0.0100286820306075,0.149518532092694,0.0227924591604717,0.0774943611456037,0.0054701901985132,0.00364679346567547,0.134931358229992,0.0209690624276339,0.103933613771751,0.367414441666803,0.0856996464433735,0.0793177578784414,0.0127637771298641,0.106668708871007,0.00455849183209434,0.00729358693135094,0.0847879480769546,0.0510551085194566,1.48242154379708,0.753974549028403,1.96993260756869,0.2143541635144,0.805560810687107,0.613478316509955,0.504084227891897,1.86625194401244,0.075654410652141,0.585862407772441,0.290247805660624,0.229129194496317,0.103680663556247,0.138699752862259,0.219698402914665,0.323230510849331,0.27495503339558,2019
"206",49,220,616,124,52,686,15,222,18,100,28,6,225,16,133,485,130,106,18,150,7,4,122,64,1886,1023,863,29,157,12,562,52,35,9,103,276,21,-6,3,54,286,31,1096854,9645,757973,163861,79308,87287,0.200573640612151,0.561606193714022,0.11305059743594,0.0474083150537811,0.625425079363343,0.013675475496283,0.202397037344988,0.0164105705955396,0.0911698366418867,0.0255275542597283,0.0054701901985132,0.205132132444245,0.0145871738627019,0.121255882733709,0.442173707713151,0.118520787634453,0.0966400268403999,0.0164105705955396,0.13675475496283,0.00638188856493207,0.00364679346567547,0.111227200703102,0.0583486954508075,1.71946311906598,0.932667428846501,3.00673924313116,0.151308821304282,0.958129146044513,0.741451212642139,0.595735905690423,3.62882322446864,0.113481615978212,0.628581541672515,0.364129065283328,0.240585654221133,-0.622083981337481,0.0378272053260705,0.329547604371998,0.377322147358811,0.355150251469291,2019
"207",50,204,583,155,52,581,17,196,26,95,10,8,236,21,127,433,122,109,16,117,3,4,105,81,1773,910,863,27,163,20,585,47,27,5,100,259,19,0,15,63,326,28,1096854,9645,757973,163861,79308,87287,0.185986466749449,0.531520147622199,0.141313246794924,0.0474083150537811,0.529696750889362,0.0154988722291207,0.178692879818098,0.0237041575268905,0.0866113448097924,0.00911698366418867,0.00729358693135094,0.215160814474853,0.0191456656947962,0.115785692535196,0.394765392659369,0.111227200703102,0.0993751219396565,0.0145871738627019,0.106668708871007,0.0027350950992566,0.00364679346567547,0.095728328473981,0.0738475676799282,1.61644120366065,0.829645513441169,2.79937791601866,0.25218136884047,0.994745546530291,0.77179530141575,0.538453607066344,2.79937791601866,0.0630453422101175,0.610273341429626,0.341700825755007,0.217672734771501,0,0.189136026630353,0.384472205100665,0.430094475660742,0.320780872294843,2019
"208",51,219,585,139,54,633,16,209,20,100,14,8,208,13,127,435,119,86,15,147,6,5,98,64,1806,913,893,24,157,11,575,52,22,1,118,271,34,2,10,39,304,18,1096854,9645,757973,163861,79308,87287,0.199661942245732,0.533343544355037,0.126726072932223,0.0492317117866188,0.577105065943143,0.0145871738627019,0.190544958581543,0.0182339673283773,0.0911698366418867,0.0127637771298641,0.00729358693135094,0.189633260215124,0.0118520787634453,0.115785692535196,0.396588789392207,0.108492105603845,0.0784060595120226,0.013675475496283,0.134019659863573,0.0054701901985132,0.00455849183209434,0.089346439909049,0.0583486954508075,1.64652724975247,0.832380608540426,2.48833592534992,0.138699752862259,0.958129146044513,0.758602219340267,0.595735905690423,2.28097459823743,0.0126090684420235,0.720122542886959,0.357532524245587,0.389519630643738,0.207361327112494,0.126090684420235,0.238006603157554,0.40106969509468,0.206216275046685,2019
"209",52,213,517,121,44,549,13,142,21,74,7,8,138,15,109,406,117,100,16,109,2,4,105,61,1618,859,759,33,151,15,506,41,39,6,93,238,15,-6,9,58,268,26,1096854,9645,757973,163861,79308,87287,0.194191752047219,0.471348055438554,0.110315502336683,0.0401147281224302,0.500522403163958,0.0118520787634453,0.129461168031479,0.0191456656947962,0.0674656791149962,0.00638188856493207,0.00729358693135094,0.125814374565804,0.013675475496283,0.0993751219396565,0.37014953676606,0.106668708871007,0.0911698366418867,0.0145871738627019,0.0993751219396565,0.00182339673283773,0.00364679346567547,0.095728328473981,0.0556136003515509,1.47512795686573,0.783148896753807,3.42146189735614,0.189136026630353,0.921512745558736,0.667569953019435,0.469714848717449,4.04354587869362,0.075654410652141,0.567554207529553,0.313995353396493,0.171846895872238,-0.622083981337481,0.113481615978212,0.353958538029183,0.353574599622942,0.297867952845212,2019
"210",1,153,413,116,40,438,15,132,8,69,12,11,161,17,82,374,95,90,18,100,5,0,75,54,1332,758,574,16,116,5,357,45,15,0,89,170,28,1,5,27,187,17,1103787,9149,743485,166213,81448,88917,0.138613699925801,0.374166392610168,0.105092739813026,0.036238875797595,0.396815689983665,0.0135895784240981,0.119588290132064,0.007247775159519,0.0625120607508514,0.0108716627392785,0.00996569084433863,0.14586147508532,0.0154015222139779,0.0742896953850698,0.338833488707513,0.0860673300192881,0.0815374705445888,0.0163074941089178,0.0905971894939875,0.00452985947469938,0,0.0679478921204906,0.0489224823267533,1.20675456405991,0.686726696364425,1.74882500819762,0.0613888616049504,0.697899682936954,0.480171086168517,0.506089949053612,1.63952344518527,0,0.535457515356801,0.228652898175484,0.31490041274447,0.109301563012351,0.0613888616049504,0.162442167580153,0.251518187993033,0.191189536309142,2020
"211",2,221,627,137,59,632,19,202,29,95,13,7,205,23,122,446,133,116,19,142,3,3,103,78,1866,968,898,32,168,17,572,42,29,7,117,263,22,3,10,51,309,20,1103787,9149,743485,166213,81448,88917,0.200219788781712,0.568044378127302,0.124118149606763,0.0534523418014526,0.572574237602001,0.0172134660038576,0.183006322777855,0.0262731849532564,0.0860673300192881,0.0117776346342184,0.00634180326457913,0.185724238462674,0.0208373535836171,0.110528571182665,0.404063465143184,0.120494262027003,0.105092739813026,0.0172134660038576,0.128648009081462,0.00271791568481963,0.00271791568481963,0.0933151051788071,0.0706658078053103,1.69054355595781,0.876980794301799,3.49765001639523,0.208722129456831,1.01075126494318,0.7693497515081,0.472350619116704,3.16974532735818,0.0859444062469306,0.703916059513997,0.353739483647955,0.247421752870655,0.327904689037053,0.122777723209901,0.306835205429178,0.415610267860145,0.22492886624605,2020
"212",3,172,601,146,50,639,8,193,38,111,12,8,202,31,130,462,128,88,20,123,4,2,107,55,1801,940,861,33,146,19,565,45,44,7,82,237,21,-11,12,64,328,24,1103787,9149,743485,166213,81448,88917,0.155827165929659,0.544489108858865,0.132271896661222,0.0452985947469938,0.57891604086658,0.007247775159519,0.174852575723396,0.0344269320077153,0.100562880338326,0.0108716627392785,0.007247775159519,0.183006322777855,0.0280851287431361,0.117776346342184,0.418559015462222,0.115964402552304,0.079725526754709,0.0181194378987975,0.111434543077605,0.0036238875797595,0.00181194378987975,0.0969389927585666,0.0498284542216931,1.63165538278672,0.851613581243483,3.60695157940759,0.233277674098812,0.878390980248236,0.759934632171463,0.506089949053612,4.80926877254345,0.0859444062469306,0.493342879317502,0.318769040397587,0.236175309558352,-1.20231719313586,0.147333267851881,0.385048100930733,0.441165591773876,0.26991463949526,2020
"213",4,201,628,151,38,644,15,221,20,81,13,12,213,23,140,466,103,113,12,125,1,4,99,66,1885,925,960,17,145,15,602,61,19,7,111,264,34,-2,8,34,338,27,1103787,9149,743485,166213,81448,88917,0.182100350882915,0.568950350022242,0.136801756135921,0.0344269320077153,0.58344590034128,0.0135895784240981,0.200219788781712,0.0181194378987975,0.0733837234901299,0.0117776346342184,0.0108716627392785,0.192972013622193,0.0208373535836171,0.126836065291583,0.422182903041982,0.0933151051788071,0.102374824128206,0.0108716627392785,0.113246486867484,0.000905971894939875,0.0036238875797595,0.0896912175990476,0.0597941450660318,1.70775702196166,0.838024002819384,1.85812657120997,0.184166584814851,0.872374603671193,0.809700262950833,0.686033042050451,2.07672969723467,0.0859444062469306,0.667817800051741,0.355084500696046,0.382379072618284,-0.218603126024702,0.0982221785679206,0.204556803619452,0.454615762254787,0.303653969432167,2020
"214",5,228,578,157,70,634,25,199,17,95,12,3,215,25,141,467,109,112,15,138,4,6,92,66,1830,946,884,24,166,13,534,39,26,2,101,257,32,-2,11,65,277,7,1103787,9149,743485,166213,81448,88917,0.206561592046292,0.523651755275248,0.14223758750556,0.0634180326457913,0.574386181391881,0.0226492973734969,0.180288407093035,0.0154015222139779,0.0860673300192881,0.0108716627392785,0.00271791568481963,0.194783957412073,0.0226492973734969,0.127742037186522,0.423088874936922,0.0987509365484464,0.101468852233266,0.0135895784240981,0.125024121501703,0.0036238875797595,0.00543583136963925,0.0833494143344685,0.0597941450660318,1.65792856773997,0.857049412613122,2.62323751229643,0.159611040172871,0.99871851178909,0.718239103680639,0.438611289179797,2.84184063832113,0.0245555446419802,0.607654034281314,0.345669381359409,0.359886185993679,-0.218603126024702,0.135055495530891,0.391064477507776,0.37256972232123,0.0787251031861174,2020
"215",6,220,636,162,52,635,26,225,36,97,18,6,237,28,150,562,126,126,23,166,6,7,118,69,1951,1134,817,42,166,13,572,44,48,8,116,285,27,-6,5,50,287,17,1103787,9149,743485,166213,81448,88917,0.199313816886773,0.576198125181761,0.14676744698026,0.0471105385368735,0.575292153286821,0.0235552692684368,0.203843676361472,0.0326149882178355,0.0878792738091679,0.0163074941089178,0.00543583136963925,0.21471533910075,0.0253672130583165,0.135895784240981,0.50915620495621,0.114152458762424,0.114152458762424,0.0208373535836171,0.150391334560019,0.00543583136963925,0.00634180326457913,0.106904683602905,0.0625120607508514,1.7675511670277,1.02737212886182,4.59066564651875,0.159611040172871,0.99871851178909,0.7693497515081,0.494843505741309,5.24647502459285,0.0982221785679206,0.697899682936954,0.383329858705959,0.303653969432167,-0.655809378074106,0.0613888616049504,0.300818828852136,0.386019892802141,0.191189536309142,2020
"216",7,213,589,157,67,643,32,216,24,107,15,4,243,39,158,427,134,98,12,137,7,6,131,74,1870,954,916,33,170,13,568,54,36,2,121,235,19,-3,11,49,333,35,1103787,9149,743485,166213,81448,88917,0.192972013622193,0.533617446119587,0.14223758750556,0.0607001169609716,0.58253992844634,0.028991100638076,0.195689929307013,0.021743325478557,0.0969389927585666,0.0135895784240981,0.0036238875797595,0.22015117047039,0.0353329039026551,0.1431435594005,0.386849999139327,0.121400233921943,0.0887852457041078,0.0108716627392785,0.124118149606763,0.00634180326457913,0.00543583136963925,0.118682318237124,0.0670419202255508,1.69416744353757,0.864297187772641,3.60695157940759,0.159611040172871,1.02278401809726,0.763969683315736,0.607307938864334,3.93485626844464,0.0245555446419802,0.727981565822168,0.316079006301405,0.213682422933747,-0.327904689037053,0.135055495530891,0.294802452275093,0.447890677014331,0.393625515930587,2020
"217",8,241,602,140,52,642,14,206,22,81,14,5,224,30,132,465,107,104,10,124,8,4,98,73,1854,923,931,24,160,17,559,39,17,4,106,227,16,7,13,54,332,23,1103787,9149,743485,166213,81448,88917,0.21833922668051,0.545395080753805,0.126836065291583,0.0471105385368735,0.5816339565514,0.0126836065291583,0.186630210357614,0.0199313816886773,0.0733837234901299,0.0126836065291583,0.00452985947469938,0.202937704466532,0.0271791568481963,0.119588290132064,0.421276931147042,0.0969389927585666,0.094221077073747,0.00905971894939875,0.112340514972545,0.007247775159519,0.0036238875797595,0.0887852457041078,0.0661359483306109,1.67967189321853,0.836212059029505,2.62323751229643,0.208722129456831,0.962620252326834,0.751864529882916,0.438611289179797,1.85812657120997,0.0491110892839603,0.637735917166527,0.305318869916676,0.17994309299684,0.765110941086457,0.159611040172871,0.324884335160306,0.44654565996624,0.258668196182957,2020
"218",9,206,548,137,58,575,10,190,27,93,13,9,217,18,116,421,110,79,18,128,2,1,93,54,1713,853,860,25,160,11,467,57,20,6,90,220,29,5,5,70,247,28,1103787,9149,743485,166213,81448,88917,0.186630210357614,0.496472598427052,0.124118149606763,0.0525463699065128,0.520933839590428,0.00905971894939875,0.172134660038576,0.0244612411633766,0.0842553862294084,0.0117776346342184,0.00815374705445888,0.196595901201953,0.0163074941089178,0.105092739813026,0.381414167769687,0.0996569084433863,0.0715717797002501,0.0163074941089178,0.115964402552304,0.00181194378987975,0.000905971894939875,0.0842553862294084,0.0489224823267533,1.55192985603201,0.772794026383714,2.73253907530878,0.135055495530891,0.962620252326834,0.628122961458537,0.641047268801242,2.18603126024702,0.0736666339259405,0.541473891933844,0.295903750580039,0.326146856056772,0.546507815061755,0.0613888616049504,0.42114636039299,0.332219210878498,0.31490041274447,2020
"219",10,215,614,142,50,615,17,207,32,98,11,7,242,31,137,540,117,111,19,146,4,9,108,53,1930,1055,875,25,172,14,559,55,26,6,113,272,24,-1,8,59,287,31,1103787,9149,743485,166213,81448,88917,0.194783957412073,0.556266743493083,0.128648009081462,0.0452985947469938,0.557172715388023,0.0154015222139779,0.187536182252554,0.028991100638076,0.0887852457041078,0.00996569084433863,0.00634180326457913,0.21924519857545,0.0280851287431361,0.124118149606763,0.489224823267533,0.105998711707965,0.100562880338326,0.0172134660038576,0.132271896661222,0.0036238875797595,0.00815374705445888,0.0978449646535065,0.0480165104318134,1.74852575723396,0.955800349161568,2.73253907530878,0.171888812493861,1.03481677125135,0.751864529882916,0.618554382176637,2.84184063832113,0.0736666339259405,0.679850553205826,0.365844637080775,0.26991463949526,-0.109301563012351,0.0982221785679206,0.35496621804552,0.386019892802141,0.348639742681377,2020
"220",11,227,585,141,45,608,19,218,23,100,11,4,228,37,137,458,118,100,19,132,6,3,119,55,1834,955,879,36,148,9,500,61,33,6,105,216,28,3,3,43,284,33,1103787,9149,743485,166213,81448,88917,0.205655620151352,0.529993558539827,0.127742037186522,0.0407687352722944,0.550830912123444,0.0172134660038576,0.197501873096893,0.0208373535836171,0.0905971894939875,0.00996569084433863,0.0036238875797595,0.206561592046292,0.0335209601127754,0.124118149606763,0.414935127882463,0.106904683602905,0.0905971894939875,0.0172134660038576,0.119588290132064,0.00543583136963925,0.00271791568481963,0.107810655497845,0.0498284542216931,1.66155245531973,0.865203159667581,3.93485626844464,0.110499950888911,0.890423733402321,0.672508524045542,0.686033042050451,3.60695157940759,0.0736666339259405,0.631719540589485,0.290523682387674,0.31490041274447,0.327904689037053,0.0368333169629702,0.258704192812837,0.381984841657868,0.371132629305982,2020
"221",12,226,453,135,53,478,19,188,19,90,20,3,179,20,102,470,102,107,10,142,5,1,124,51,1596,962,634,24,145,8,429,47,30,1,97,253,25,-6,7,48,176,22,1103787,9149,743485,166213,81448,88917,0.204749648256412,0.410405268407763,0.122306205816883,0.0480165104318134,0.43305456578126,0.0172134660038576,0.170322716248697,0.0172134660038576,0.0815374705445888,0.0181194378987975,0.00271791568481963,0.162168969194238,0.0181194378987975,0.0924091332838673,0.425806790621741,0.0924091332838673,0.0969389927585666,0.00905971894939875,0.128648009081462,0.00452985947469938,0.000905971894939875,0.112340514972545,0.0462045666419336,1.44593114432404,0.87154496293216,2.62323751229643,0.0982221785679206,0.872374603671193,0.577012313631075,0.528582835678217,3.27904689037053,0.0122777723209901,0.583588527973143,0.340289313167044,0.281161082807562,-0.655809378074106,0.0859444062469306,0.28878607569805,0.236723000464031,0.247421752870655,2020
"222",13,183,420,108,42,475,13,181,15,83,11,7,181,33,116,385,88,98,14,139,11,2,104,48,1423,841,582,24,100,10,402,48,21,6,83,215,23,3,4,17,187,25,1103787,9149,743485,166213,81448,88917,0.165792856773997,0.380508195874748,0.0978449646535065,0.0380508195874748,0.430336650096441,0.0117776346342184,0.163980912984117,0.0135895784240981,0.0751956672800096,0.00996569084433863,0.00634180326457913,0.163980912984117,0.0298970725330159,0.105092739813026,0.348799179551852,0.079725526754709,0.0887852457041078,0.0126836065291583,0.125930093396643,0.00996569084433863,0.00181194378987975,0.094221077073747,0.043486650957114,1.28919800649944,0.761922363644435,2.62323751229643,0.122777723209901,0.601637657704271,0.540696853332616,0.539829278990519,2.29533282325937,0.0736666339259405,0.499359255894545,0.289178665339583,0.258668196182957,0.327904689037053,0.0491110892839603,0.102278401809726,0.251518187993033,0.281161082807562,2020
"223",14,185,392,119,41,460,8,137,15,82,7,6,148,19,97,437,104,86,17,150,3,3,115,52,1466,915,551,21,129,12,369,41,31,6,100,194,16,-10,6,29,175,25,1103787,9149,743485,166213,81448,88917,0.167604800563877,0.355140982816431,0.107810655497845,0.0371448476925349,0.416747071672343,0.007247775159519,0.124118149606763,0.0135895784240981,0.0742896953850698,0.00634180326457913,0.00543583136963925,0.134083840451102,0.0172134660038576,0.0878792738091679,0.395909718088725,0.094221077073747,0.0779135829648293,0.0154015222139779,0.135895784240981,0.00271791568481963,0.00271791568481963,0.104186767918086,0.0471105385368735,1.32815479798186,0.828964283869986,2.29533282325937,0.147333267851881,0.77611257843851,0.49631129074561,0.461104175804402,3.38834845338288,0.0736666339259405,0.601637657704271,0.26093330732967,0.17994309299684,-1.09301563012351,0.0736666339259405,0.174474920734239,0.23537798341594,0.281161082807562,2020
"224",15,201,411,100,32,452,14,145,25,83,7,3,156,16,106,394,76,117,9,141,4,4,100,44,1395,846,549,32,144,13,377,36,36,1,125,206,21,-4,12,19,171,15,1103787,9149,743485,166213,81448,88917,0.182100350882915,0.372354448820289,0.0905971894939875,0.028991100638076,0.409499296512824,0.0126836065291583,0.131365924766282,0.0226492973734969,0.0751956672800096,0.00634180326457913,0.00271791568481963,0.141331615610621,0.014495550319038,0.0960330208636268,0.356952926606311,0.0688538640154305,0.105998711707965,0.00815374705445888,0.127742037186522,0.0036238875797595,0.0036238875797595,0.0905971894939875,0.0398627633773545,1.26383079344113,0.766452223119134,3.49765001639523,0.159611040172871,0.86635822709415,0.507071427130339,0.404871959242889,3.93485626844464,0.0122777723209901,0.752047072130339,0.277073511906763,0.236175309558352,-0.437206252049404,0.147333267851881,0.114311154963812,0.229997915223575,0.168696649684537,2020
"225",16,202,423,126,33,458,14,150,25,103,11,9,159,15,106,430,80,96,14,119,4,3,91,38,1412,837,575,31,128,10,412,43,31,4,96,225,20,0,6,32,187,23,1103787,9149,743485,166213,81448,88917,0.183006322777855,0.383226111559567,0.114152458762424,0.0298970725330159,0.414935127882463,0.0126836065291583,0.135895784240981,0.0226492973734969,0.0933151051788071,0.00996569084433863,0.00815374705445888,0.14404953129544,0.0135895784240981,0.0960330208636268,0.389567914824146,0.07247775159519,0.086973301914228,0.0126836065291583,0.107810655497845,0.0036238875797595,0.00271791568481963,0.0824434424395286,0.0344269320077153,1.2792323156551,0.758298476064676,3.38834845338288,0.122777723209901,0.770096201861467,0.554147023813527,0.483597062429007,3.38834845338288,0.0491110892839603,0.5775721513961,0.302628835820494,0.22492886624605,0,0.0736666339259405,0.192524050465367,0.251518187993033,0.258668196182957,2020
"226",17,185,454,133,37,491,12,166,13,95,9,2,169,21,104,440,89,107,10,118,7,2,112,47,1556,886,670,29,135,18,427,48,35,12,90,225,22,-6,6,45,202,26,1103787,9149,743485,166213,81448,88917,0.167604800563877,0.411311240302703,0.120494262027003,0.0335209601127754,0.444832200415479,0.0108716627392785,0.150391334560019,0.0117776346342184,0.0860673300192881,0.00815374705445888,0.00181194378987975,0.153109250244839,0.0190254097937374,0.094221077073747,0.398627633773545,0.0806314986496489,0.0969389927585666,0.00905971894939875,0.106904683602905,0.00634180326457913,0.00181194378987975,0.101468852233266,0.0425806790621741,1.40969226852645,0.802691098916729,3.16974532735818,0.220999901777821,0.812210837900766,0.574322279534893,0.539829278990519,3.82555470543229,0.147333267851881,0.541473891933844,0.302628835820494,0.247421752870655,-0.655809378074106,0.0736666339259405,0.270736945966922,0.271693443714399,0.292407526119865,2020
"227",18,206,465,118,46,522,17,154,15,86,13,4,150,24,95,469,106,96,13,135,8,3,109,34,1623,939,684,38,142,14,470,56,39,5,91,211,40,-1,9,51,259,16,1103787,9149,743485,166213,81448,88917,0.186630210357614,0.421276931147042,0.106904683602905,0.0416747071672343,0.472917329158615,0.0154015222139779,0.139519671820741,0.0135895784240981,0.0779135829648293,0.0117776346342184,0.0036238875797595,0.135895784240981,0.021743325478557,0.0860673300192881,0.424900818726801,0.0960330208636268,0.086973301914228,0.0117776346342184,0.122306205816883,0.007247775159519,0.00271791568481963,0.0987509365484464,0.0308030444279558,1.47039238548742,0.850707609348543,4.15345939446934,0.171888812493861,0.854325473940065,0.63215801260281,0.629800825488939,4.26276095748169,0.0613888616049504,0.547490268510887,0.283798597147219,0.449857732492099,-0.109301563012351,0.110499950888911,0.306835205429178,0.348359415455591,0.17994309299684,2020
"228",19,196,498,124,33,552,11,153,24,106,9,4,172,18,129,492,105,101,17,136,4,2,102,44,1669,960,709,31,140,17,470,44,37,6,107,257,26,-6,11,33,213,18,1103787,9149,743485,166213,81448,88917,0.177570491408216,0.451174003680058,0.112340514972545,0.0298970725330159,0.500096486006811,0.00996569084433863,0.138613699925801,0.021743325478557,0.0960330208636268,0.00815374705445888,0.0036238875797595,0.155827165929659,0.0163074941089178,0.116870374447244,0.445738172310419,0.0951270489686869,0.0915031613889274,0.0154015222139779,0.123212177711823,0.0036238875797595,0.00181194378987975,0.0924091332838673,0.0398627633773545,1.51206709265465,0.86973301914228,3.38834845338288,0.208722129456831,0.842292720785979,0.63215801260281,0.494843505741309,4.04415783145699,0.0736666339259405,0.64375229374357,0.345669381359409,0.292407526119865,-0.655809378074106,0.135055495530891,0.198540427042409,0.286488631243401,0.202435979621445,2020
